Exporting country,Importing country,"Oil, metals and mineral products",Seafood products,Wood products
Papua New Guinea,South Africa,0.0,0.0,7.0
Papua New Guinea,Spain,0.0,14851.0,0.0
Papua New Guinea,Sweden,0.0,121.0,0.0
Papua New Guinea,Switzerland,29.0,20.0,2.0
Papua New Guinea,Thailand,338879.0,32831.0,103.0
Papua New Guinea,Turkey,0.0,22.0,0.0
Papua New Guinea,United Arab Emirates,0.0,0.0,40.0
Papua New Guinea,United Kingdom,0.0,4500.0,77.0
Papua New Guinea,United States,0.0,29.0,112.0
Papua New Guinea,Zambia,0.0,0.0,0.0
Samoa,Argentina,0.0,0.0,0.0
Samoa,Australia,627.0,0.0,2.0
Samoa,Austria,0.0,0.0,0.0
Samoa,Brazil,60.0,0.0,0.0
Samoa,Canada,0.0,0.0,0.0
Samoa,Costa Rica,0.0,0.0,0.0
Samoa,Czech Republic,0.0,0.0,0.0
Samoa,Ecuador,0.0,0.0,0.0
Samoa,Finland,0.0,0.0,0.0
Samoa,France,0.0,0.0,0.0
Samoa,Germany,3.0,0.0,0.0
Samoa,Honduras,0.0,0.0,0.0
Samoa,Indonesia,0.0,793.0,0.0
Samoa,Israel,0.0,0.0,0.0
Samoa,Kazakhstan,0.0,0.0,0.0
Samoa,Luxembourg,0.0,0.0,0.0
Samoa,Netherlands,0.0,0.0,0.0
Samoa,New Zealand,46.0,22.0,1.0
Samoa,Peru,2.0,0.0,0.0
Samoa,Republic of Korea,1732.0,0.0,0.0
Samoa,Singapore,0.0,0.0,0.0
Samoa,Spain,0.0,0.0,0.0
Samoa,Thailand,1.0,259.0,0.0
Samoa,Tunisia,0.0,0.0,0.0
Samoa,United States,24.0,41.0,0.0
Solomon Islands,Australia,3489.0,7.0,1758.0
Solomon Islands,Brazil,0.0,0.0,0.0
Solomon Islands,Canada,1.0,0.0,0.0
Solomon Islands,China,1187754.0,0.0,1828042.0
Solomon Islands,Colombia,0.0,0.0,0.0
Solomon Islands,France,3.0,51.0,0.0
Solomon Islands,Greece,0.0,22.0,0.0
Solomon Islands,Hong Kong,204.0,224.0,0.0
Solomon Islands,India,46279.0,0.0,113343.0
Solomon Islands,Indonesia,0.0,1696.0,0.0
Solomon Islands,Italy,0.0,8629.0,0.0
Solomon Islands,Japan,0.0,866.0,0.0
Solomon Islands,Malaysia,646.0,117.0,58.0
Solomon Islands,Mauritius,0.0,77.0,0.0
Solomon Islands,Netherlands,0.0,0.0,0.0
Solomon Islands,New Zealand,0.0,5.0,5215.0
Solomon Islands,Philippines,0.0,2863.0,13217.0
Solomon Islands,Republic of Korea,20.0,3.0,29322.0
Solomon Islands,Singapore,3.0,3.0,0.0
Solomon Islands,Slovakia,12.0,0.0,0.0
Solomon Islands,Slovenia,0.0,0.0,0.0
Solomon Islands,South Africa,0.0,0.0,0.0
Solomon Islands,Spain,0.0,783.0,0.0
Solomon Islands,Switzerland,13.0,0.0,0.0
Solomon Islands,Thailand,0.0,16159.0,0.0
Solomon Islands,United Kingdom,0.0,26.0,0.0
Solomon Islands,United States,0.0,482.0,1.0
Tonga,Argentina,0.0,0.0,0.0
Tonga,Australia,333.0,6.0,0.0
Tonga,Brazil,0.0,2.0,0.0
Tonga,Canada,0.0,4.0,0.0
Tonga,China,1.0,0.0,61.0
Tonga,Cyprus,0.0,0.0,0.0
Tonga,France,1.0,0.0,0.0
Tonga,Germany,0.0,0.0,0.0
Tonga,Hong Kong,0.0,10.0,0.0
Tonga,Israel,0.0,4.0,0.0
Tonga,Japan,0.0,55.0,0.0
Tonga,Netherlands,0.0,8.0,0.0
Tonga,New Zealand,0.0,14.0,0.0
Tonga,Republic of Korea,21.0,1.0,0.0
Tonga,Singapore,0.0,0.0,0.0
Tonga,Slovakia,0.0,0.0,0.0
Tonga,South Africa,0.0,0.0,0.0
Tonga,Sweden,0.0,0.0,0.0
Tonga,Thailand,0.0,0.0,0.0
Tonga,Tunisia,0.0,0.0,0.0
Tonga,United Arab Emirates,0.0,1.0,0.0
Tonga,United Kingdom,0.0,6.0,0.0
Tonga,United States,0.0,156.0,0.0
Tuvalu,Australia,0.0,1.0,0.0
Tuvalu,Azerbaijan,0.0,0.0,0.0
Tuvalu,Barbados,0.0,0.0,0.0
Tuvalu,Belgium,0.0,0.0,0.0
Tuvalu,Czech Republic,0.0,0.0,0.0
Tuvalu,France,0.0,0.0,0.0
Tuvalu,Germany,0.0,0.0,0.0
Tuvalu,Ireland,0.0,0.0,0.0
Tuvalu,Italy,0.0,0.0,8.0
Tuvalu,Japan,0.0,273.0,0.0
Tuvalu,Malawi,2.0,0.0,0.0
Tuvalu,New Zealand,0.0,0.0,0.0
Tuvalu,Poland,0.0,0.0,0.0
Tuvalu,Portugal,25.0,0.0,0.0
Tuvalu,Serbia,0.0,0.0,0.0
Tuvalu,Slovakia,0.0,0.0,0.0
Tuvalu,Slovenia,8.0,0.0,0.0
Tuvalu,South Africa,0.0,0.0,0.0
Tuvalu,Thailand,0.0,6847.0,0.0
Tuvalu,Tunisia,0.0,0.0,0.0
Tuvalu,United Kingdom,0.0,0.0,0.0
Vanuatu,Armenia,0.0,1.0,0.0
Vanuatu,Australia,132.0,2.0,0.0
Vanuatu,Belgium,0.0,0.0,0.0
Vanuatu,Canada,0.0,0.0,0.0
Vanuatu,China,0.0,7164.0,1562.0
Vanuatu,Ecuador,0.0,0.0,0.0
Vanuatu,France,0.0,0.0,0.0
Vanuatu,Hong Kong,0.0,0.0,0.0
Vanuatu,Indonesia,0.0,583.0,0.0
Vanuatu,Ireland,2.0,0.0,0.0
Vanuatu,Japan,0.0,9607.0,0.0
Vanuatu,Netherlands,0.0,0.0,0.0
Vanuatu,New Zealand,0.0,4.0,0.0
Vanuatu,Pakistan,1.0,0.0,0.0
Vanuatu,Philippines,3.0,0.0,0.0
Vanuatu,Republic of Korea,34.0,6799.0,0.0
Vanuatu,Russian Federation,0.0,0.0,0.0
Vanuatu,Singapore,1.0,0.0,0.0
Vanuatu,South Africa,1.0,42.0,0.0
Vanuatu,Spain,0.0,0.0,0.0
Vanuatu,Thailand,0.0,13255.0,0.0
Vanuatu,United Arab Emirates,8.0,0.0,0.0
Vanuatu,United States,6.0,487.0,0.0
Total Pacific,American Samoa,1782.0,2575.0,0.0
Total Pacific,Argentina,0.0,0.0,0.0
Total Pacific,Armenia,0.0,1.0,0.0
Total Pacific,Australia,598167.0,205.0,5605.0
Total Pacific,Austria,1.0,350.0,0.0
Total Pacific,Azerbaijan,0.0,0.0,0.0
Total Pacific,Bangladesh,3512.0,0.0,0.0
Total Pacific,Barbados,0.0,0.0,0.0
Total Pacific,Belarus,0.0,0.0,0.0
Total Pacific,Belgium,0.0,361.0,0.0
Total Pacific,Belize,0.0,0.0,0.0
Total Pacific,Bermuda,0.0,11.0,0.0
Total Pacific,Br. Virgin Isds,0.0,0.0,0.0
Total Pacific,Brazil,84.0,2.0,0.0
Total Pacific,Brunei Darussalam,52.0,0.0,0.0
Total Pacific,Bulgaria,7142.0,0.0,14.0
Total Pacific,Cambodia,0.0,0.0,8763.0
Total Pacific,Canada,8.0,28.0,17.0
Total Pacific,Chile,22.0,0.0,0.0
Total Pacific,China,4805411.0,72572.0,4832804.0
Total Pacific,"China, Macao SAR",0.0,0.0,0.0
Total Pacific,Colombia,7.0,0.0,26.0
Total Pacific,Costa Rica,0.0,0.0,0.0
Total Pacific,Croatia,0.0,51.0,50.0
Total Pacific,Cyprus,0.0,17.0,0.0
Total Pacific,Czech Republic,81.0,12.0,0.0
Total Pacific,Côte d'Ivoire,0.0,0.0,0.0
Total Pacific,Dem. Rep. Korea,0.0,0.0,0.0
Total Pacific,Denmark,0.0,153.0,0.0
Total Pacific,Dominica,0.0,0.0,83.0
Total Pacific,Dominican Republic,0.0,0.0,918.0
Total Pacific,Ecuador,31331.0,787.0,0.0
Total Pacific,Estonia,0.0,0.0,0.0
Total Pacific,Finland,0.0,0.0,0.0
Total Pacific,France,69.0,3816.0,11.0
Total Pacific,French Polynesia,6.0,0.0,145.0
Total Pacific,Germany,11853.0,15026.0,65.0
Total Pacific,Ghana,242.0,0.0,0.0
Total Pacific,Greece,1.0,192.0,0.0
Total Pacific,Guam,0.0,0.0,0.0
Total Pacific,Honduras,0.0,0.0,0.0
Total Pacific,Hong Kong,146775.0,717.0,652.0
Total Pacific,Hungary,0.0,0.0,0.0
Total Pacific,Iceland,0.0,1.0,0.0
Total Pacific,India,48608.0,0.0,242849.0
Total Pacific,Indonesia,80372.0,6979.0,110.0
Total Pacific,Ireland,2.0,0.0,0.0
Total Pacific,Israel,324.0,4.0,109.0
Total Pacific,Italy,3.0,12711.0,23.0
Total Pacific,Jamaica,0.0,0.0,14.0
Total Pacific,Japan,4175340.0,24386.0,378327.0
Total Pacific,Kazakhstan,0.0,0.0,0.0
Total Pacific,Kuwait,0.0,2.0,0.0
Total Pacific,Latvia,0.0,17.0,0.0
Total Pacific,Lithuania,0.0,16.0,0.0
Total Pacific,Luxembourg,0.0,34.0,1.0
Total Pacific,Malawi,2.0,0.0,0.0
Total Pacific,Malaysia,158692.0,194.0,6382.0
Total Pacific,Malta,0.0,34.0,0.0
Total Pacific,Mauritius,5.0,79.0,0.0
Total Pacific,Mexico,0.0,0.0,0.0
Total Pacific,Morocco,2.0,52.0,0.0
Total Pacific,Namibia,176.0,5.0,0.0
Total Pacific,Netherlands,1.0,5691.0,14.0
Total Pacific,New Caledonia,1999.0,0.0,0.0
Total Pacific,New Zealand,5052.0,817.0,9840.0
Total Pacific,Nicaragua,5063.0,0.0,0.0
Total Pacific,Norway,0.0,0.0,0.0
Total Pacific,Pakistan,10.0,56.0,561.0
Total Pacific,Peru,2.0,92.0,0.0
Total Pacific,Philippines,5096.0,113068.0,17474.0
Total Pacific,Poland,8.0,62.0,0.0
Total Pacific,Portugal,184.0,597.0,0.0
Total Pacific,Republic of Korea,600110.0,8953.0,93420.0
Total Pacific,Russian Federation,0.0,0.0,1.0
Total Pacific,Rwanda,0.0,0.0,0.0
Total Pacific,Serbia,0.0,0.0,0.0
Total Pacific,Seychelles,0.0,498.0,0.0
Total Pacific,Singapore,383134.0,590.0,392.0
Total Pacific,Slovakia,13.0,0.0,0.0
Total Pacific,Slovenia,9.0,17.0,0.0
Total Pacific,South Africa,223.0,52.0,7.0
Total Pacific,Spain,1987.0,16214.0,0.0
Total Pacific,Sri Lanka,78.0,107.0,0.0
Total Pacific,Sweden,0.0,121.0,0.0
Total Pacific,Switzerland,42.0,20.0,2.0
Total Pacific,Thailand,338909.0,208458.0,1133.0
Total Pacific,Timor-Leste,1.0,10.0,0.0
Total Pacific,Tunisia,0.0,0.0,0.0
Total Pacific,Turkey,0.0,22.0,0.0
Total Pacific,Uganda,0.0,0.0,0.0
Total Pacific,United Arab Emirates,80.0,1.0,77.0
Total Pacific,United Kingdom,421.0,4559.0,77.0
Total Pacific,United States,6613.0,13683.0,2580.0
Total Pacific,Vietnam,0.0,4178.0,162.0
Total Pacific,Zambia,0.0,0.0,0.0
Total Pacific,Zimbabwe,1.0,0.0,0.0
